time_stamp,entity,new_status
1625737200.0,automation.cameraOnWhenUserLeave,on
1625737200.0,window,on
1625774491.990339,window,unavailable
1625774495.230877,window,on
1625774554.022521,window,unavailable
1625774568.351574,window,on
1625788881.8551,window,unavailable
1625788887.100326,window,on
1625788946.71996,window,unavailable
1625788962.909999,window,on
1625737200.0,hue.motionSensor.motion,unavailable
1625737200.0,hue2.motion,off
1625739247.061409,hue2.motion,on
1625739282.026785,hue2.motion,off
1625756689.043878,hue2.motion,on
1625756699.042729,hue2.motion,off
1625760574.026723,hue2.motion,on
1625760584.02666,hue2.motion,off
1625760639.030128,hue2.motion,on
1625760699.043676,hue2.motion,off
1625760749.045512,hue2.motion,on
1625760759.029154,hue2.motion,off
1625760779.05741,hue2.motion,on
1625760809.05875,hue2.motion,off
1625760814.041824,hue2.motion,on
1625760839.056962,hue2.motion,off
1625763474.056285,hue2.motion,on
1625763494.040251,hue2.motion,off
1625774763.082301,hue2.motion,on
1625774774.028163,hue2.motion,off
1625775141.03835,hue2.motion,on
1625775153.067083,hue2.motion,off
1625776673.059103,hue2.motion,on
1625776723.06116,hue2.motion,off
1625776748.052098,hue2.motion,on
1625776763.055709,hue2.motion,off
1625777113.057156,hue2.motion,on
1625777123.029689,hue2.motion,off
1625777143.059161,hue2.motion,on
1625777153.028607,hue2.motion,off
1625777158.034404,hue2.motion,on
1625777168.043318,hue2.motion,off
1625777188.027869,hue2.motion,on
1625777203.056406,hue2.motion,off
1625777506.058507,hue2.motion,on
1625777518.043502,hue2.motion,off
1625777552.060103,hue2.motion,on
1625777569.052299,hue2.motion,off
1625777655.083333,hue2.motion,on
1625777666.027561,hue2.motion,off
1625777921.043291,hue2.motion,on
1625777936.027686,hue2.motion,off
1625780691.058509,hue2.motion,on
1625780701.066122,hue2.motion,off
1625781301.054502,hue2.motion,on
1625781306.07861,hue2.motion,off
1625781426.043263,hue2.motion,on
1625781436.058052,hue2.motion,off
1625781961.056132,hue2.motion,on
1625781981.053554,hue2.motion,off
1625782986.041559,hue2.motion,on
1625783001.040752,hue2.motion,off
1625783491.05635,hue2.motion,on
1625783501.056432,hue2.motion,off
1625783516.056762,hue2.motion,on
1625783526.057478,hue2.motion,off
1625785885.056993,hue2.motion,on
1625785895.028734,hue2.motion,off
1625787010.046649,hue2.motion,on
1625787020.029847,hue2.motion,off
1625788680.058377,hue2.motion,on
1625788690.032144,hue2.motion,off
1625788715.061362,hue2.motion,on
1625788725.056435,hue2.motion,off
1625788750.060213,hue2.motion,on
1625788760.058048,hue2.motion,off
1625790517.060228,hue2.motion,on
1625790527.061978,hue2.motion,off
1625794417.045103,hue2.motion,on
1625794452.02704,hue2.motion,off
1625814890.029929,hue2.motion,on
1625814924.028701,hue2.motion,off
1625737200.0,ipCamera.motionActive,unavailable
1625737200.0,door,off
1625738733.213022,door,on
1625738844.481082,door,off
1625739632.526338,door,on
1625739653.591098,door,off
1625741314.168104,door,on
1625741322.622457,door,off
1625742558.081562,door,on
1625742575.9686,door,off
1625753846.255178,door,on
1625753896.112638,door,off
1625754043.473608,door,on
1625754055.046595,door,off
1625754184.160239,door,on
1625754584.756708,door,off
1625760491.959271,door,on
1625760496.182422,door,off
1625760507.750171,door,on
1625760516.160823,door,off
1625774491.989717,door,unavailable
1625774495.230572,door,off
1625774554.021988,door,unavailable
1625774568.351159,door,off
1625788881.854487,door,unavailable
1625788887.099687,door,off
1625788946.719335,door,unavailable
1625788962.909364,door,off
1625737200.0,camera.status,off
1625737200.0,ceilingLamp,off
1625755899.057342,ceilingLamp,on
