time_stamp,entity,new_status
1623490800.0,window,on
1623490800.0,hue.motionSensor.motion,off
1623490800.0,door,off
1623501348.70016,door,on
1623501458.463657,door,off
1623504456.986974,door,on
1623504469.604257,door,off
1623536780.308988,door,on
1623536790.02987,door,off
1623490800.0,ceilingLamp,off
1623493902.038344,ceilingLamp,unavailable
1623495660.076736,ceilingLamp,off
1623495683.049425,ceilingLamp,on
1623501863.024823,ceilingLamp,unavailable
1623540883.025345,ceilingLamp,on
1623542221.024753,ceilingLamp,off
1623542241.022885,ceilingLamp,on
1623542256.027301,ceilingLamp,off
1623542361.021945,ceilingLamp,on
1623574956.031474,ceilingLamp,off
1623574961.043841,ceilingLamp,on
1623574971.044581,ceilingLamp,off
1623490800.0,deskLamp,off
1623501888.042782,deskLamp,unavailable
1623537051.030538,deskLamp,off
1623537068.074153,deskLamp,on
1623542221.024503,deskLamp,off
1623542241.022691,deskLamp,on
1623542256.026983,deskLamp,off
1623542361.021718,deskLamp,on
1623574956.031227,deskLamp,off
1623574961.043548,deskLamp,on
1623574971.044333,deskLamp,off
1623490800.0,hueWhiteLamp3,unavailable
1623490800.0,radiatorThermostat.measuredTemperature,25.3
1623490919.68193,radiatorThermostat.measuredTemperature,25.2
1623497292.749105,radiatorThermostat.measuredTemperature,25.1
1623501349.292644,radiatorThermostat.measuredTemperature,25.0
1623510062.181517,radiatorThermostat.measuredTemperature,24.9
1623511720.467059,radiatorThermostat.measuredTemperature,24.8
1623524520.119216,radiatorThermostat.measuredTemperature,24.7
1623530911.447173,radiatorThermostat.measuredTemperature,24.8
1623536780.901169,radiatorThermostat.measuredTemperature,24.6
1623549699.97285,radiatorThermostat.measuredTemperature,24.5
1623555476.282298,radiatorThermostat.measuredTemperature,24.2
1623561869.106232,radiatorThermostat.measuredTemperature,24.0
1623562462.621007,radiatorThermostat.measuredTemperature,23.9
1623568904.705816,radiatorThermostat.measuredTemperature,23.7
1623570900.476726,radiatorThermostat.measuredTemperature,23.6
1623490800.0,hue.lightLevel,10.91
1623490844.044283,hue.lightLevel,25.13
1623491444.045086,hue.lightLevel,24.24
1623491744.0464,hue.lightLevel,25.57
1623492044.043363,hue.lightLevel,27.55
1623492339.044708,hue.lightLevel,28.43
1623492639.044444,hue.lightLevel,32.95
1623492939.045361,hue.lightLevel,21.6
1623493239.04586,hue.lightLevel,25.79
1623493540.076681,hue.lightLevel,35.71
1623493839.051295,hue.lightLevel,25.68
1623494137.052182,hue.lightLevel,25.79
1623494441.052167,hue.lightLevel,23.92
1623494735.036341,hue.lightLevel,31.96
1623495040.061265,hue.lightLevel,35.04
1623495338.260383,hue.lightLevel,36.81
1623495637.045132,hue.lightLevel,35.27
1623495933.029584,hue.lightLevel,42.98
1623496233.045594,hue.lightLevel,42.54
1623496533.043528,hue.lightLevel,41.99
1623496538.064548,hue.lightLevel,14.66
1623496833.041246,hue.lightLevel,42.87
1623497433.045221,hue.lightLevel,38.13
1623497733.045103,hue.lightLevel,29.98
1623497738.040974,hue.lightLevel,12.78
1623498038.044835,hue.lightLevel,13.45
1623498338.046253,hue.lightLevel,20.06
1623498638.045384,hue.lightLevel,27.22
1623498933.045769,hue.lightLevel,23.47
1623499228.046847,hue.lightLevel,50.58
1623499828.045095,hue.lightLevel,64.8
1623500128.043164,hue.lightLevel,62.6
1623500133.04235,hue.lightLevel,23.25
1623500433.042699,hue.lightLevel,23.14
1623500728.044099,hue.lightLevel,55.22
1623501028.046309,hue.lightLevel,62.27
1623501628.045271,hue.lightLevel,49.92
1623501633.045857,hue.lightLevel,17.85
1623501928.045159,hue.lightLevel,17.19
1623502228.045985,hue.lightLevel,15.1
1623502528.04857,hue.lightLevel,12.45
1623502828.044257,hue.lightLevel,9.37
1623503128.048225,hue.lightLevel,6.28
1623503428.046821,hue.lightLevel,5.95
1623503728.044167,hue.lightLevel,6.39
1623504028.04412,hue.lightLevel,7.27
1623504328.04418,hue.lightLevel,7.83
1623504619.045108,hue.lightLevel,13.78
1623505219.045872,hue.lightLevel,14.22
1623505519.043603,hue.lightLevel,11.57
1623505819.044727,hue.lightLevel,15.32
1623506119.045376,hue.lightLevel,13.23
1623506419.043772,hue.lightLevel,10.36
1623506719.043541,hue.lightLevel,11.02
1623507019.045907,hue.lightLevel,9.15
1623507314.045744,hue.lightLevel,7.61
1623507614.04403,hue.lightLevel,5.73
1623507914.047349,hue.lightLevel,5.4
1623508214.044998,hue.lightLevel,3.86
1623508814.0459,hue.lightLevel,3.64
1623509114.045515,hue.lightLevel,3.86
1623509414.044375,hue.lightLevel,3.75
1623509714.045188,hue.lightLevel,3.31
1623510014.046484,hue.lightLevel,3.86
1623510309.039007,hue.lightLevel,5.29
1623510609.044956,hue.lightLevel,8.04
1623510909.045926,hue.lightLevel,9.26
1623511209.046853,hue.lightLevel,9.15
1623511214.03037,hue.lightLevel,4.74
1623511514.048049,hue.lightLevel,3.86
1623511814.044511,hue.lightLevel,4.85
1623512114.047584,hue.lightLevel,4.63
1623512714.04591,hue.lightLevel,5.4
1623513014.045569,hue.lightLevel,5.51
1623513309.04528,hue.lightLevel,4.96
1623513609.045616,hue.lightLevel,6.17
1623513906.046594,hue.lightLevel,13.89
1623514502.045127,hue.lightLevel,10.36
1623514802.043988,hue.lightLevel,12.67
1623515102.030663,hue.lightLevel,11.79
1623515107.045564,hue.lightLevel,60.06
