time_stamp,entity,new_status
1625823600.0,automation.cameraOnWhenUserLeave,on
1625823600.0,window,on
1625823600.0,hue.motionSensor.motion,unavailable
1625823600.0,hue2.motion,off
1625823907.04172,hue2.motion,on
1625823917.042752,hue2.motion,off
1625823927.043079,hue2.motion,on
1625823952.057055,hue2.motion,off
1625824818.059072,hue2.motion,on
1625824828.026674,hue2.motion,off
1625824848.05412,hue2.motion,on
1625824858.043188,hue2.motion,off
1625824873.026209,hue2.motion,on
1625824898.058574,hue2.motion,off
1625827679.044146,hue2.motion,on
1625827699.056534,hue2.motion,off
1625827769.031151,hue2.motion,on
1625827799.056713,hue2.motion,off
1625827894.040341,hue2.motion,on
1625827904.054474,hue2.motion,off
1625828134.055057,hue2.motion,on
1625828154.040511,hue2.motion,off
1625828249.046199,hue2.motion,on
1625828259.04287,hue2.motion,off
1625828264.037016,hue2.motion,on
1625828274.041787,hue2.motion,off
1625828921.052784,hue2.motion,on
1625828944.119053,hue2.motion,off
1625829385.058007,hue2.motion,on
1625829400.058253,hue2.motion,off
1625829465.058638,hue2.motion,on
1625829485.060823,hue2.motion,off
1625829685.043576,hue2.motion,on
1625829700.02811,hue2.motion,off
1625829705.058817,hue2.motion,on
1625829750.058983,hue2.motion,off
1625829780.044997,hue2.motion,on
1625829813.039293,hue2.motion,off
1625829818.056737,hue2.motion,on
1625829892.04727,hue2.motion,off
1625829903.04399,hue2.motion,on
1625829990.029692,hue2.motion,off
1625830087.100998,hue2.motion,on
1625830103.029804,hue2.motion,off
1625830138.044219,hue2.motion,on
1625830148.05225,hue2.motion,off
1625830198.028278,hue2.motion,on
1625830253.055799,hue2.motion,off
1625830258.041486,hue2.motion,on
1625830268.029614,hue2.motion,off
1625830293.056914,hue2.motion,on
1625830303.044245,hue2.motion,off
1625830498.075829,hue2.motion,on
1625830550.05839,hue2.motion,off
1625831041.038276,hue2.motion,on
1625831047.06748,hue2.motion,off
1625831395.101098,hue2.motion,on
1625831418.059462,hue2.motion,off
1625831655.068512,hue2.motion,on
1625831666.056218,hue2.motion,off
1625831672.060422,hue2.motion,on
1625831757.061156,hue2.motion,off
1625831817.06083,hue2.motion,on
1625831857.040293,hue2.motion,off
1625831862.077962,hue2.motion,on
1625831877.030222,hue2.motion,off
1625831892.042627,hue2.motion,on
1625831902.04545,hue2.motion,off
1625831942.054557,hue2.motion,on
1625831972.025475,hue2.motion,off
1625832087.042756,hue2.motion,on
1625832127.057476,hue2.motion,off
1625832207.060519,hue2.motion,on
1625832227.04549,hue2.motion,off
1625832262.042849,hue2.motion,on
1625832272.044231,hue2.motion,off
1625832602.041744,hue2.motion,on
1625832612.057733,hue2.motion,off
1625832742.04317,hue2.motion,on
1625832752.058725,hue2.motion,off
1625832777.044569,hue2.motion,on
1625832792.046244,hue2.motion,off
1625832892.040188,hue2.motion,on
1625832902.058453,hue2.motion,off
1625833022.056563,hue2.motion,on
1625833042.042439,hue2.motion,off
1625833067.058011,hue2.motion,on
1625833107.060126,hue2.motion,off
1625833112.042482,hue2.motion,on
1625833122.041344,hue2.motion,off
1625833332.039189,hue2.motion,on
1625833342.055592,hue2.motion,off
1625833377.030938,hue2.motion,on
1625833387.056733,hue2.motion,off
1625833427.058084,hue2.motion,on
1625833477.038343,hue2.motion,off
1625833482.056295,hue2.motion,on
1625833492.043451,hue2.motion,off
1625833497.045566,hue2.motion,on
1625833507.05641,hue2.motion,off
1625833547.027447,hue2.motion,on
1625833557.059839,hue2.motion,off
1625833562.054987,hue2.motion,on
1625833577.041022,hue2.motion,off
1625833877.03841,hue2.motion,on
1625833892.057877,hue2.motion,off
1625833917.048925,hue2.motion,on
1625833927.057371,hue2.motion,off
1625833972.040293,hue2.motion,on
1625833982.056286,hue2.motion,off
1625834052.042252,hue2.motion,on
1625834062.057658,hue2.motion,off
1625834227.056282,hue2.motion,on
1625834242.059826,hue2.motion,off
1625834317.043614,hue2.motion,on
1625834362.060454,hue2.motion,off
1625834942.027936,hue2.motion,on
1625834952.05845,hue2.motion,off
1625835197.028352,hue2.motion,on
1625835207.046693,hue2.motion,off
1625835227.059822,hue2.motion,on
1625835342.042111,hue2.motion,off
1625835352.04011,hue2.motion,on
1625835367.056667,hue2.motion,off
1625835707.042427,hue2.motion,on
1625835722.059332,hue2.motion,off
1625835967.041043,hue2.motion,on
1625835977.062372,hue2.motion,off
1625836002.040116,hue2.motion,on
1625836012.028102,hue2.motion,off
1625836037.05978,hue2.motion,on
1625836177.056929,hue2.motion,off
1625836552.056688,hue2.motion,on
1625836567.057819,hue2.motion,off
1625836587.058352,hue2.motion,on
1625836607.057399,hue2.motion,off
1625836637.056245,hue2.motion,on
1625836722.059009,hue2.motion,off
1625836732.041094,hue2.motion,on
1625836742.044973,hue2.motion,off
1625836787.061369,hue2.motion,on
1625836822.042055,hue2.motion,off
1625836837.057159,hue2.motion,on
1625836847.056715,hue2.motion,off
1625836887.040218,hue2.motion,on
1625836897.042273,hue2.motion,off
1625836942.060098,hue2.motion,on
1625837077.055844,hue2.motion,off
1625837303.037783,hue2.motion,on
1625837313.055263,hue2.motion,off
1625837323.043508,hue2.motion,on
1625837373.043138,hue2.motion,off
1625837383.055621,hue2.motion,on
1625837613.045819,hue2.motion,off
1625837633.06175,hue2.motion,on
1625837678.033789,hue2.motion,off
1625837758.04514,hue2.motion,on
1625837778.041918,hue2.motion,off
1625837788.042931,hue2.motion,on
1625837798.041606,hue2.motion,off
1625838322.031843,hue2.motion,on
1625838333.038396,hue2.motion,off
1625838339.054079,hue2.motion,on
1625838344.026937,hue2.motion,off
1625838951.040459,hue2.motion,on
1625838968.060343,hue2.motion,off
1625839236.060084,hue2.motion,on
1625839246.057089,hue2.motion,off
1625842181.05176,hue2.motion,on
1625842192.057434,hue2.motion,off
1625842315.057218,hue2.motion,on
1625842325.057766,hue2.motion,off
1625843565.041566,hue2.motion,on
1625843582.058713,hue2.motion,off
1625860019.042243,hue2.motion,on
1625860029.055827,hue2.motion,off
1625860104.04046,hue2.motion,on
1625860129.056982,hue2.motion,off
1625860234.043727,hue2.motion,on
1625860249.061492,hue2.motion,off
1625860724.05497,hue2.motion,on
1625860739.056717,hue2.motion,off
1625861319.027304,hue2.motion,on
1625861329.043538,hue2.motion,off
1625861604.043116,hue2.motion,on
1625861614.028939,hue2.motion,off
1625861654.058868,hue2.motion,on
1625861664.040259,hue2.motion,off
1625862739.031989,hue2.motion,on
1625862750.029909,hue2.motion,off
1625862859.054552,hue2.motion,on
1625862893.053083,hue2.motion,off
1625863511.026942,hue2.motion,on
1625863516.058238,hue2.motion,off
1625863521.039569,hue2.motion,on
1625863526.04571,hue2.motion,off
1625865026.029492,hue2.motion,on
1625865051.062503,hue2.motion,off
1625866183.034543,hue2.motion,on
1625866193.048102,hue2.motion,off
1625866198.060716,hue2.motion,on
1625866258.086711,hue2.motion,off
1625867613.059332,hue2.motion,on
1625867623.040372,hue2.motion,off
1625869942.026644,hue2.motion,on
1625869957.027064,hue2.motion,off
1625869967.054042,hue2.motion,on
1625869977.05586,hue2.motion,off
1625870377.057758,hue2.motion,on
1625870387.039741,hue2.motion,off
1625872839.068686,hue2.motion,on
1625872850.043601,hue2.motion,off
1625872976.059701,hue2.motion,on
1625872993.042488,hue2.motion,off
1625875028.029443,hue2.motion,on
1625875128.059239,hue2.motion,off
1625875168.064767,hue2.motion,on
1625875198.063609,hue2.motion,off
1625875278.058668,hue2.motion,on
1625875293.062898,hue2.motion,off
1625875323.05841,hue2.motion,on
1625875338.059173,hue2.motion,off
1625881194.060901,hue2.motion,on
1625881229.062822,hue2.motion,off
1625881349.021826,hue2.motion,on
1625881359.028068,hue2.motion,off
1625881369.059706,hue2.motion,on
1625881384.057519,hue2.motion,off
1625881414.042489,hue2.motion,on
1625881424.04259,hue2.motion,off
1625881449.039984,hue2.motion,on
1625881459.028363,hue2.motion,off
1625882254.046859,hue2.motion,on
1625882274.028654,hue2.motion,off
1625882389.041644,hue2.motion,on
1625882399.054603,hue2.motion,off
1625823600.0,ipCamera.motionActive,unavailable
1625823600.0,door,off
1625829134.225192,door,on
1625829157.36504,door,off
1625836520.135393,door,on
1625836526.442777,door,off
