time_stamp,entity,new_status
1642989600.0,automation.dinnerLights,on
1642989600.0,automation.dinnerTableLights,on
1642989600.0,automation.gamingMode,on
1642989600.0,automation.heatingBoostOff,on
1642989600.0,automation.allLightsOff,on
1642989600.0,automation.allLightsOn,on
1642989600.0,automation.studioLightOnWhenMotion,on
1642989600.0,automation.pianoLight,on
1642989600.0,automation.sofaLamp,on
1642989600.0,automation.studioLightOff,on
1642989600.0,automation.lightsOffWhenNoMotion,on
1642989600.0,door,off
1642990343.16797,door,unavailable
1642990347.796221,door,off
1642990445.50591,door,unavailable
1642990461.869924,door,off
1643004356.308991,door,on
1643004385.947341,door,off
1643004939.033375,door,on
1643004943.680808,door,off
1643004944.418946,door,on
1643005052.096934,door,off
1643007770.575378,door,on
1643007775.731847,door,off
1643026893.609793,door,on
1643026901.087253,door,off
1643029794.395981,door,on
1643029799.053596,door,off
1643033780.222985,door,on
1643033807.691175,door,off
1643034653.821537,door,on
1643034657.910785,door,off
1643036598.025097,door,on
1643036640.996135,door,off
1643037984.503863,door,on
1643038029.955127,door,off
1643040247.833632,door,on
1643040269.78315,door,off
1643041639.913912,door,on
1643041704.271118,door,off
1643041706.945073,door,on
1643041707.47886,door,off
1643041900.031779,door,on
1643041973.168932,door,off
1643041973.859955,door,on
1643041988.013843,door,off
1643043456.552191,door,on
1643043613.491661,door,off
1643043697.799805,door,on
1643043705.98963,door,off
1643043749.717211,door,on
1643043754.321257,door,off
1643044665.815712,door,on
1643044742.277453,door,off
1643044742.783439,door,on
1643044743.247732,door,off
1643046341.921202,door,on
1643046347.797266,door,off
1643046405.617515,door,on
1643046409.091668,door,off
1643046427.127066,door,on
1643046431.621299,door,off
1643046506.282874,door,on
1643046510.756727,door,off
1643062491.450874,door,on
1643062504.53142,door,off
1642989600.0,hue.motionSensor.motion,off
1643004982.57534,hue.motionSensor.motion,on
1643004992.574668,hue.motionSensor.motion,off
1643005005.187418,hue.motionSensor.motion,on
1643005015.127942,hue.motionSensor.motion,off
1643005016.135382,hue.motionSensor.motion,on
1643005025.728572,hue.motionSensor.motion,off
1643006024.665285,hue.motionSensor.motion,on
1643006051.135319,hue.motionSensor.motion,off
1643006378.768322,hue.motionSensor.motion,on
1643006388.711044,hue.motionSensor.motion,off
1643006410.147654,hue.motionSensor.motion,on
1643006420.15436,hue.motionSensor.motion,off
1643016744.277379,hue.motionSensor.motion,on
1643016754.233341,hue.motionSensor.motion,off
1643016758.96838,hue.motionSensor.motion,on
1643016773.333801,hue.motionSensor.motion,off
1643016781.264415,hue.motionSensor.motion,on
1643016805.246401,hue.motionSensor.motion,off
1643016806.252462,hue.motionSensor.motion,on
1643016823.932107,hue.motionSensor.motion,off
1643016987.626259,hue.motionSensor.motion,on
1643017005.523778,hue.motionSensor.motion,off
1643017014.786307,hue.motionSensor.motion,on
1643017058.187859,hue.motionSensor.motion,off
1643017068.191566,hue.motionSensor.motion,on
1643017078.165647,hue.motionSensor.motion,off
1643019719.536088,hue.motionSensor.motion,on
1643019751.43988,hue.motionSensor.motion,off
1643019760.529105,hue.motionSensor.motion,on
1643019774.635096,hue.motionSensor.motion,off
1643020032.456516,hue.motionSensor.motion,on
1643020042.367128,hue.motionSensor.motion,off
1643020046.889131,hue.motionSensor.motion,on
1643020056.833452,hue.motionSensor.motion,off
1643020163.375185,hue.motionSensor.motion,on
1643020173.274696,hue.motionSensor.motion,off
1643020193.337917,hue.motionSensor.motion,on
1643020203.983604,hue.motionSensor.motion,off
1643020309.325905,hue.motionSensor.motion,on
1643020328.621195,hue.motionSensor.motion,off
1643020410.243482,hue.motionSensor.motion,on
1643020420.189591,hue.motionSensor.motion,off
1643020439.160535,hue.motionSensor.motion,on
1643020458.133386,hue.motionSensor.motion,off
1643020956.565926,hue.motionSensor.motion,on
1643020979.194341,hue.motionSensor.motion,off
1643021314.146141,hue.motionSensor.motion,on
1643021328.879164,hue.motionSensor.motion,off
1643021468.520411,hue.motionSensor.motion,on
1643021478.403692,hue.motionSensor.motion,off
1643021573.617365,hue.motionSensor.motion,on
1643021583.515679,hue.motionSensor.motion,off
1643021962.955047,hue.motionSensor.motion,on
1643021972.866894,hue.motionSensor.motion,off
1643022037.456659,hue.motionSensor.motion,on
1643022055.418655,hue.motionSensor.motion,off
1643022062.198434,hue.motionSensor.motion,on
1643022072.19878,hue.motionSensor.motion,off
1643022074.503541,hue.motionSensor.motion,on
1643022089.417403,hue.motionSensor.motion,off
1643022649.856184,hue.motionSensor.motion,on
1643022671.725115,hue.motionSensor.motion,off
1643022809.875724,hue.motionSensor.motion,on
1643022823.915317,hue.motionSensor.motion,off
1643022872.793064,hue.motionSensor.motion,on
1643022882.776621,hue.motionSensor.motion,off
1643022904.908459,hue.motionSensor.motion,on
1643022914.912519,hue.motionSensor.motion,off
1643022973.505018,hue.motionSensor.motion,on
1643022983.348064,hue.motionSensor.motion,off
1643023151.515878,hue.motionSensor.motion,on
1643023170.51758,hue.motionSensor.motion,off
1643023392.026266,hue.motionSensor.motion,on
1643023405.920852,hue.motionSensor.motion,off
1643023408.034387,hue.motionSensor.motion,on
1643023417.974742,hue.motionSensor.motion,off
1643023898.416969,hue.motionSensor.motion,on
1643023908.396645,hue.motionSensor.motion,off
1643023947.891369,hue.motionSensor.motion,on
