time_stamp,entity,new_status
1642730400.0,automation.dinnerLights,on
1642730400.0,automation.dinnerTableLights,on
1642730400.0,automation.gamingMode,on
1642730400.0,automation.heatingBoostOff,on
1642730400.0,automation.allLightsOff,on
1642730400.0,automation.allLightsOn,on
1642730400.0,automation.studioLightOnWhenMotion,on
1642730400.0,automation.pianoLight,on
1642730400.0,automation.sofaLamp,on
1642730400.0,automation.studioLightOff,on
1642730400.0,automation.lightsOffWhenNoMotion,on
1642730400.0,door,off
1642745054.574634,door,on
1642745078.067665,door,off
1642745449.320368,door,on
1642745455.910708,door,off
1642745694.97735,door,on
1642745708.843973,door,off
1642745712.294921,door,on
1642745722.465422,door,off
1642768274.193516,door,on
1642768333.282497,door,off
1642768346.278709,door,on
1642768402.730697,door,off
1642768479.094631,door,on
1642768505.109456,door,off
1642770344.970285,door,on
1642770367.332328,door,off
1642772723.781556,door,on
1642772733.207039,door,off
1642774134.149269,door,on
1642774386.956294,door,off
1642774437.084762,door,on
1642774451.833212,door,off
1642775466.750681,door,on
1642775478.933497,door,off
1642775479.623813,door,on
1642775481.621598,door,off
1642775773.559187,door,on
1642775780.358134,door,off
1642775782.259577,door,on
1642775782.729813,door,off
1642778106.305527,door,on
1642778108.575555,door,off
1642778362.060617,door,on
1642778366.702376,door,off
1642779212.413981,door,on
1642779232.251755,door,off
1642782089.300125,door,on
1642782094.8603,door,off
1642784218.074924,door,on
1642784222.599028,door,off
1642785126.494737,door,on
1642785161.614996,door,off
1642785162.330567,door,on
1642785170.675559,door,off
1642785171.280701,door,on
1642785253.984087,door,off
1642795299.422907,door,on
1642795414.717875,door,off
1642815414.486314,door,on
1642815425.932308,door,off
1642730400.0,hue.motionSensor.motion,off
1642743046.737702,hue.motionSensor.motion,on
1642743056.64818,hue.motionSensor.motion,off
1642743066.462519,hue.motionSensor.motion,on
1642743076.40276,hue.motionSensor.motion,off
1642743086.352518,hue.motionSensor.motion,on
1642743096.340872,hue.motionSensor.motion,off
1642744412.707056,hue.motionSensor.motion,on
1642744438.670817,hue.motionSensor.motion,off
1642753708.878386,hue.motionSensor.motion,on
1642753722.887972,hue.motionSensor.motion,off
1642753762.281824,hue.motionSensor.motion,on
1642753790.257546,hue.motionSensor.motion,off
1642753791.263884,hue.motionSensor.motion,on
1642753805.148283,hue.motionSensor.motion,off
1642754000.578204,hue.motionSensor.motion,on
1642754037.259011,hue.motionSensor.motion,off
1642758275.434107,hue.motionSensor.motion,on
1642758289.426387,hue.motionSensor.motion,off
1642758315.738854,hue.motionSensor.motion,on
1642758342.89096,hue.motionSensor.motion,off
1642758344.996564,hue.motionSensor.motion,on
1642758378.950759,hue.motionSensor.motion,off
1642758395.612579,hue.motionSensor.motion,on
1642758405.5525,hue.motionSensor.motion,off
1642758615.966859,hue.motionSensor.motion,on
1642758625.923462,hue.motionSensor.motion,off
1642758692.636364,hue.motionSensor.motion,on
1642758702.529491,hue.motionSensor.motion,off
1642759082.637752,hue.motionSensor.motion,on
1642759092.47721,hue.motionSensor.motion,off
1642759107.492975,hue.motionSensor.motion,on
1642759117.432433,hue.motionSensor.motion,off
1642759187.776599,hue.motionSensor.motion,on
1642759197.675686,hue.motionSensor.motion,off
1642759227.012949,hue.motionSensor.motion,on
