time_stamp,entity,new_status
1624624216.807031,automation.dinnerLights,on
1625046142.777261,automation.dinnerLights,on
1624624216.806148,automation.lightsOnWhenMotionDetected,on
1625046142.77652,automation.lightsOnWhenMotionDetected,on
1624624216.808332,automation.cameraOffWhenAtHome,on
1625046142.778225,automation.cameraOffWhenAtHome,on
1624624216.80898,automation.lightsOffWhenTooBright,on
1625046142.778676,automation.lightsOffWhenTooBright,on
1624624216.810303,automation.lightsOffWhenNoMotion,on
1625046142.779124,automation.lightsOffWhenNoMotion,on
1624624216.807558,automation.cameraOnWhenUserLeave,on
1625046142.777786,automation.cameraOnWhenUserLeave,on
1624624334.29762,window,unavailable
1624628928.410788,window,off
1624629027.184631,window,unavailable
1624629039.704807,window,off
1624670710.953822,window,unavailable
1624670715.197465,window,off
1624670809.398429,window,unavailable
1624670825.256967,window,off
1624740825.534984,window,on
1624744775.235771,window,off
1624784998.750009,window,on
1624788357.543169,window,off
1624823290.490498,window,on
1624827792.94948,window,off
1624843443.001581,window,unavailable
1624843447.08759,window,off
1624843604.563614,window,unavailable
1624843617.173486,window,off
1624856619.266112,window,on
1624863449.127419,window,off
1624929738.40422,window,unavailable
1624929741.453879,window,off
1624929801.34685,window,unavailable
1624929813.494928,window,off
1625016067.483184,window,unavailable
1625016073.853905,window,off
1625016133.747609,window,unavailable
1625016147.910551,window,off
1625038447.619043,window,on
1625041795.025827,window,off
1625046143.645999,window,off
1625102413.938747,window,unavailable
1625102418.228461,window,off
1625102496.159631,window,unavailable
1625102510.282141,window,off
1625121144.407297,window,on
1625131728.674795,window,off
1625170131.623132,window,on
1625170460.814303,window,off
1625188754.098303,window,unavailable
1625188760.60345,window,off
1625188820.493028,window,unavailable
1625188836.643386,window,off
1625203887.724191,window,on
1625237928.957935,window,off
1625298466.631765,window,on
1625345273.112579,window,off
1625363175.603273,window,unavailable
1625363180.162625,window,off
1625363240.033427,window,unavailable
1625363256.190731,window,off
1625411223.224208,window,on
1625419128.416923,window,off
1624624334.296922,controll.accessRoom1,unavailable
1624628928.413992,controll.accessRoom1,off
1624634830.669063,controll.accessRoom1,on
1624634837.074312,controll.accessRoom1,off
1624634837.55411,controll.accessRoom1,on
1624634847.504264,controll.accessRoom1,off
1624637078.900673,controll.accessRoom1,on
1624637125.470463,controll.accessRoom1,off
1624640542.538215,controll.accessRoom1,on
1624640559.250989,controll.accessRoom1,off
1624648002.601496,controll.accessRoom1,on
