time_stamp,entity,new_status
1622854800.0,automation.dinnerLights,on
1622854800.0,automation.lightsOnWhenMotionDetected,on
1622854800.0,automation.cameraOffWhenAtHome,on
1622854800.0,automation.lightsOffWhenTooBright,on
1622854800.0,automation.lightsOffWhenNoMotion,on
1622854800.0,automation.cameraOnWhenUserLeave,on
1622854800.0,window,off
1622856639.479546,window,unavailable
1622856644.455151,window,off
1622854800.0,controll.accessRoom1,off
1622881638.704311,controll.accessRoom1,on
1622881652.848259,controll.accessRoom1,off
1622881854.35427,controll.accessRoom1,on
1622881860.597244,controll.accessRoom1,off
1622881910.582956,controll.accessRoom1,on
1622881937.580885,controll.accessRoom1,off
1622883138.225778,controll.accessRoom1,on
1622883160.553852,controll.accessRoom1,off
1622883175.993905,controll.accessRoom1,on
1622883181.723679,controll.accessRoom1,off
1622884289.511851,controll.accessRoom1,on
1622884295.289887,controll.accessRoom1,off
1622854800.0,hue.motionSensor.motion,off
1622880554.037889,hue.motionSensor.motion,on
1622880564.021253,hue.motionSensor.motion,off
1622880574.038219,hue.motionSensor.motion,on
1622880589.024222,hue.motionSensor.motion,off
1622880609.038572,hue.motionSensor.motion,on
1622880619.039747,hue.motionSensor.motion,off
1622881474.038099,hue.motionSensor.motion,on
1622881494.038588,hue.motionSensor.motion,off
1622881534.038041,hue.motionSensor.motion,on
1622881544.039227,hue.motionSensor.motion,off
1622881549.0381,hue.motionSensor.motion,on
1622881564.037892,hue.motionSensor.motion,off
1622881574.038237,hue.motionSensor.motion,on
1622881584.022661,hue.motionSensor.motion,off
1622881609.027904,hue.motionSensor.motion,on
1622881619.038656,hue.motionSensor.motion,off
1622881744.038925,hue.motionSensor.motion,on
1622881759.039162,hue.motionSensor.motion,off
1622882594.037222,hue.motionSensor.motion,on
1622882604.037539,hue.motionSensor.motion,off
1622882734.039088,hue.motionSensor.motion,on
1622882744.037469,hue.motionSensor.motion,off
1622882894.022765,hue.motionSensor.motion,on
1622882929.038311,hue.motionSensor.motion,off
1622883014.039104,hue.motionSensor.motion,on
1622883034.038656,hue.motionSensor.motion,off
1622883044.038124,hue.motionSensor.motion,on
1622883064.037558,hue.motionSensor.motion,off
1622883129.03892,hue.motionSensor.motion,on
1622883149.038604,hue.motionSensor.motion,off
1622883174.037464,hue.motionSensor.motion,on
1622883194.03932,hue.motionSensor.motion,off
1622883234.038865,hue.motionSensor.motion,on
1622883249.043618,hue.motionSensor.motion,off
1622883274.036906,hue.motionSensor.motion,on
1622883304.024618,hue.motionSensor.motion,off
1622883309.031594,hue.motionSensor.motion,on
1622883344.037489,hue.motionSensor.motion,off
1622883444.038109,hue.motionSensor.motion,on
1622883469.03987,hue.motionSensor.motion,off
1622883474.038368,hue.motionSensor.motion,on
1622883489.055926,hue.motionSensor.motion,off
1622883499.055637,hue.motionSensor.motion,on
1622883519.05648,hue.motionSensor.motion,off
1622883539.041613,hue.motionSensor.motion,on
1622883549.055269,hue.motionSensor.motion,off
1622883939.036978,hue.motionSensor.motion,on
1622883954.038913,hue.motionSensor.motion,off
1622884024.037783,hue.motionSensor.motion,on
1622884059.041562,hue.motionSensor.motion,off
1622884074.03802,hue.motionSensor.motion,on
1622884089.024617,hue.motionSensor.motion,off
1622884094.025247,hue.motionSensor.motion,on
1622884104.028719,hue.motionSensor.motion,off
1622884114.039252,hue.motionSensor.motion,on
1622884124.037904,hue.motionSensor.motion,off
1622884144.031857,hue.motionSensor.motion,on
1622884159.021591,hue.motionSensor.motion,off
1622884214.023529,hue.motionSensor.motion,on
1622884224.022448,hue.motionSensor.motion,off
1622884239.037227,hue.motionSensor.motion,on
1622884254.038005,hue.motionSensor.motion,off
1622884279.024059,hue.motionSensor.motion,on
1622884299.039754,hue.motionSensor.motion,off
1622884309.024141,hue.motionSensor.motion,on
1622884349.022925,hue.motionSensor.motion,off
1622884404.023658,hue.motionSensor.motion,on
1622884429.043002,hue.motionSensor.motion,off
1622884444.038482,hue.motionSensor.motion,on
1622884469.037886,hue.motionSensor.motion,off
1622884834.038626,hue.motionSensor.motion,on
1622884854.037268,hue.motionSensor.motion,off
1622884919.037747,hue.motionSensor.motion,on
1622884929.038109,hue.motionSensor.motion,off
1622884959.039018,hue.motionSensor.motion,on
1622885039.025081,hue.motionSensor.motion,off
1622885049.023208,hue.motionSensor.motion,on
1622885099.038565,hue.motionSensor.motion,off
1622885129.045913,hue.motionSensor.motion,on
1622885164.040673,hue.motionSensor.motion,off
1622885194.039817,hue.motionSensor.motion,on
1622885214.038882,hue.motionSensor.motion,off
1622885219.038857,hue.motionSensor.motion,on
1622885269.037768,hue.motionSensor.motion,off
1622885274.040205,hue.motionSensor.motion,on
1622885324.024047,hue.motionSensor.motion,off
1622885329.04006,hue.motionSensor.motion,on
1622885339.070524,hue.motionSensor.motion,off
1622885354.024248,hue.motionSensor.motion,on
1622885369.038111,hue.motionSensor.motion,off
1622885394.03848,hue.motionSensor.motion,on
1622885404.037937,hue.motionSensor.motion,off
1622885434.037906,hue.motionSensor.motion,on
1622885444.022312,hue.motionSensor.motion,off
1622885469.038752,hue.motionSensor.motion,on
1622885489.038209,hue.motionSensor.motion,off
1622885499.025062,hue.motionSensor.motion,on
1622885524.022697,hue.motionSensor.motion,off
1622885534.03816,hue.motionSensor.motion,on
